Composer,Krithi,Raga,Raga_Normalized,Hyperlink
Dikshitar,SrI kAntimatIM,dESi siMhAravaM,desisimharavam,http://guru-guha.blogspot.com/2008/07/dikshitar-kriti-sri-kantimateem-raga.html
Dikshitar,SrI kRshNaM bhaja mAnasa,tODi,todi,http://guru-guha.blogspot.com/2008/07/dikshitar-kriti-sri-krishnam-bhaja.html
Dikshitar,SrI madhurAmbikayA,aThANa,athana,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-madhurambikaya-raga.html
Dikshitar,SrI madhurAmbikE,kalyANi,kalyani,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-madhurambike-raga.html
Dikshitar,SrI mahA gaNa patiravatu,gauLa,gaula,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-maha-ganapatiravatu.html
Dikshitar,SrI mangaLAmbikE,kalyANi,kalyani,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-mangalambike-raga.html
Dikshitar,SrI mInAkshi gauri,gauri,gauri,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-meenakshi-gauri.html
Dikshitar,SrI mUlAdhAra cakra,SrI rAgaM,ragam,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-mooladhara-chakra.html
Dikshitar,SrI nAthAdi guru guhO,mAyA mALavagauLa,mayamalavagaula,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-nathadi-guruguho.html
Dikshitar,SrI nIlOtpala nAyikE,nArI rItigauLa,nariritigaula,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-neelotpala-nayike.html
Dikshitar,SrI pArvatI paramESvarau,bauLi,bauli,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-parvathi.html
Dikshitar,SrI rAja rAjESvari,pUrNa candrika,purnacandrika,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-rajarajesvari-raga.html
Dikshitar,SrI rAja rAjESvarIM,madhyamAvati,madhyamavati,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-rajarajesvarim-raga.html
Dikshitar,SrI rAmaM ravi kula,nArAyaNa gauLa,narayanagaula,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-ramam-ravikula-raga.html
Dikshitar,SrI satya nArAyaNaM,Siva pantuvarALi,sivapantuvarali,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-satyanarayanam-raga.html
Dikshitar,SrI subrahmaNyO mAM,tODi,todi,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-subrahmanyo-mam.html
Dikshitar,SrI sugandhi kuntaLAmbikE,kuntaLaM,kuntalam,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-sugandhi.html
Dikshitar,SrI Sukra bhagavantaM,paraju,paraju,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-sukra-bhagavantam.html
Dikshitar,SrI SUlinIM,Saila dESAkshi,sailadesakshi,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-soolinim-raga-saila.html
Dikshitar,SrI sundara rAjaM,kASi rAmakriya,kasiramakriya,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-sundararajam-raga.html
Dikshitar,SrI svAmi nAthAyA,khamAs,khamas,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-svaminathaya-raga.html
Dikshitar,SrI vaidya nAthaM,aThANa,athana,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-vaidyanatham-raga.html
Dikshitar,SrI vAncha nAthaM,suraTi,surati,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-vanchanatham-raga.html
Dikshitar,SrI vara lakshmi,SrI rAgaM,ragam,http://guru-guha.blogspot.com/2007/09/dikshitar-kriti-sri-vara-lakshmi-sri.html
Dikshitar,SrI vEnkaTa girISaM,suraTi,surati,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-venkata-gireesam.html
Dikshitar,SrI vENu gOpAla,kuranji,kuranji,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-venugopala-sri.html
Dikshitar,SrI vENu gOpAlaM bhaja,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sri-venugopalam-bhaja.html
Dikshitar,SrI vidyA rAja gOpAlaM,jaganmOhanaM,jaganmohanam,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-vidya-rajagopalam.html
Dikshitar,SrI viSva nAthaM bhajEhaM,rAga mAlikA,ragamalika,http://guru-guha.blogspot.com/2008/08/dikshitar-kriti-sri-visvanatham.html
Dikshitar,stava rAjAdi,stava rAjaM,stavarajam,http://guru-guha.blogspot.com/2008/10/dikshitar-kriti-stava-rajadi-raga-stava.html
Dikshitar,subrahmaNyaM,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/10/dikshitar-kriti-subrahmanyam-raga.html
Dikshitar,sundarESvarAya,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/10/dikshitar-kriti-sundaresvaraya-raga.html
Dikshitar,sUrya mUrtE,saurAshTraM,saurashtram,http://guru-guha.blogspot.com/2008/10/dikshitar-kriti-soorya-moorte-raga.html
Dikshitar,svAmi nAtha,cala nATa,calanata,http://guru-guha.blogspot.com/2008/11/dikshitar-kriti-svaminatha.html
Dikshitar,svAmi nAthEna,bRndAvani,brndavani,http://guru-guha.blogspot.com/2008/11/dikshitar-kriti-svaminathena-raga.html
Dikshitar,SvEta gaNa patiM,rAga cUDAmaNi,ragacudamani,http://guru-guha.blogspot.com/2008/09/dikshitar-kriti-sveta-ganapatim-raga.html
Dikshitar,SyAmaLAngi,SyAmaLaM,syamalam,http://guru-guha.blogspot.com/2008/07/dikshitar-kriti-syamalangi-raga.html
Dikshitar,SyAmaLE mInAkshi,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/07/dikshitar-kriti-syamale-meenakshi.html
Dikshitar,tArakESvara,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-thaarakesvara-raga.html
Dikshitar,tripura sundari Sankari,sAma,sama,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-tripura-sundari-sankari.html
Dikshitar,tyAgarAja mahadhvaja,SrI rAgaM,ragam,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-thyagaraja.html
Dikshitar,tyAgarAja pAlayASu,gauLa,gaula,http://guru-guha.blogspot.com/2007/11/dikshitar-kriti-thyagaraja-paalayaasu.html
Dikshitar,tyAgarAjaM bhajEhaM,nIlAmbari,nilambari,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-thyagaraja-bhajeham.html
Dikshitar,tyAgarAjO virAjatE,aThANa,athana,http://guru-guha.blogspot.com/2007/12/dikshitar-kriti-thyagarajo-viraajatae.html
Dikshitar,ucchishTa gaNapatau,kASi rAmakriya,kasiramakriya,http://guru-guha.blogspot.com/2007/08/dikshitar-kriti-ucchishta-ganapatau.html
Dikshitar,vAgdEvi mAmava,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-vagdevi-mamava-raga.html
Dikshitar,vAmAnka sthitayA,aThANa,athana,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-vamanka-sthitaya-raga.html
Dikshitar,vaMSavati,vaMSavati,vamsavati,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-vamsavathi-siva-yuvathi.html
Dikshitar,vandE mInAkshi,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/05/dikshitar-kriti-vande-minakshi-raga.html
Dikshitar,vara lakshmIM bhaja,saurAshTraM,saurashtram,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-varalakshmim-bhaja-raga.html
Dikshitar,vara Siva bAlaM,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-vara-siva-balam-raga.html
Dikshitar,varada rAja pAhi,SankarAbharaNaM,sankarabharanam,http://guru-guha.blogspot.com/2008/05/dikshitar-kriti-varadaraja-pahi-raga.html
Dikshitar,vAsu dEvamupAsmahE,mALava pancamaM,malavapancamam,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-vasudevamupasmahe-raga.html
Dikshitar,vAtApi gaNa patiM,haMsa dhvani,hamsadhvani,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-vatapi-ganapathim-raga.html
Dikshitar,vEdAraNyESvarAya,tODi,todi,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-vedaranyesvaraya-raga.html
Dikshitar,vIra vasanta,vIra vasanta,viravasanta,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-veera-vasanta-raga.html
Dikshitar,viSAlAkshIM,kASi rAmakriya,kasiramakriya,http://guru-guha.blogspot.com/2008/06/dikshitar-kriti-vishalakshim-vishveshim.html
Syama Sastri,birAna varAlicci,kalyANi,kalyani,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-birana-varalicchi.html
Syama Sastri,bRhannAyakI,madhyamAvati,madhyamavati,http://syamakrishnavaibhavam.blogspot.com/2011/05/syama-sastry-kriti-brhannayaki-raga.html
Syama Sastri,brOvavammA,nIlAmbari,nilambari,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-brovavamma-raga.html
Syama Sastri,dEvI brOva,cintAmaNi,cintamani,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-devi-brova-raga.html
Syama Sastri,dEvI mIna nEtrI,SankarAbharaNam,sankarabharanam,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-devi-meena-netri.html
Syama Sastri,dEvI nannu,kalyANi,kalyani,http://syamakrishnavaibhavam.blogspot.com/2011/07/syama-sastry-kriti-devi-nannu-raga.html
Syama Sastri,Emani migula,tODi,todi,http://syamakrishnavaibhavam.blogspot.com/2011/03/syama-krishna-vaibhavam-syama-sastry.html
Syama Sastri,ennEramum un nAma,pUrvi kalyANi,purvikalyani,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-enneramum-un-nama.html
Syama Sastri,himAdri sutE,kalyANi,kalyani,http://syamakrishnavaibhavam.blogspot.com/2011/07/syama-sastry-kriti-himadri-sute-raga.html
Syama Sastri,kAmAkshi karuNA,paraju,paraju,http://syamakrishnavaibhavam.blogspot.com/2011/04/syama-sastry-kriti-kamakshi-karuna-raga.html
Syama Sastri,kAmAkshi lOka sAkshiNI,madhyamAvati,madhyamavati,http://syamakrishnavaibhavam.blogspot.com/2011/05/syama-sastry-kriti-kamakshi-loka.html
Syama Sastri,karuNa jUDa,SrI rAgam,ragam,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-karuna-juda-sri.html
Syama Sastri,karuNA nidhi ilalO,tODi,todi,http://syamakrishnavaibhavam.blogspot.com/2011/03/syama-krishna-vaibhavam-syama-sastry_26.html
Syama Sastri,mAyammA nannu,nATa kuranji,natakuranji,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-mayamma-nannu-raga.html
Syama Sastri,nA manavini,saurAshTram,saurashtram,http://syamakrishnavaibhavam.blogspot.com/2011/05/syama-sastry-kriti-naa-manavini-raga.html
Syama Sastri,nanu brOva rAdA,gauLipantu,gaulipantu,http://syamakrishnavaibhavam.blogspot.com/2011/04/syama-sastry-kriti-nanu-brova-rada-raga.html
Syama Sastri,nIlAyatAkshi,paraju,paraju,http://syamakrishnavaibhavam.blogspot.com/2011/04/syama-sastry-kriti-nilayatakshi-raga.html
Syama Sastri,ninnE namminAnu,tODi,todi,http://syamakrishnavaibhavam.blogspot.com/2011/03/syama-sastry-kriti-ninne-namminanu-todi.html
Syama Sastri,ninnE nammiti,kEdAra gauLa,kedaragaula,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-ninne-nammiti-raga.html
Syama Sastri,ninnu vinA mari,rItigauLa - Abheri,ritigaulaabheri,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-ninnu-vina-mari.html
Syama Sastri,ninnu vinAga,pUrvi kalyANi,purvikalyani,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-ninnu-vinaga-raga.html
Syama Sastri,nIvE gatiyani,kalyANi,kalyani,http://syamakrishnavaibhavam.blogspot.com/2011/07/syama-sastry-kriti-nive-gatiyani-raga.html
Syama Sastri,pAhi mAM,nATa,nata,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-paahi-mam-nata-raga.html
Syama Sastri,pAlincu kAmAkshi,madhyamAvati,madhyamavati,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-palinchu-kamakshi.html
Syama Sastri,parAkEla,kEdAra gauLa,kedaragaula,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-paraakela-raga.html
Syama Sastri,parAmukham,kalyANi,kalyani,http://syamakrishnavaibhavam.blogspot.com/2011/07/syama-sastry-kriti-paraamukham-raga.html
Syama Sastri,pArvati ninu,kalgaDa,kalgada,http://syamakrishnavaibhavam.blogspot.com/2011/05/syama-sastry-kriti-paravti-ninu-raga.html
Syama Sastri,pura hara jAyE,gauLipantu,gaulipantu,http://syamakrishnavaibhavam.blogspot.com/2011/04/syama-sastry-kriti-pura-hara-jaaye-raga.html
Syama Sastri,rAvE hima giri kumAri,tODi,todi,http://syamakrishnavaibhavam.blogspot.com/2011/03/syama-sastry-kriti-rave-hima-giri.html
Syama Sastri,rAvE parvata rAja,kalyANi,kalyani,http://syamakrishnavaibhavam.blogspot.com/2011/07/syama-sastry-kriti-raave-parvata-raja.html
Syama Sastri,Sankari Sankari,kalyANi,kalyani,http://syamakrishnavaibhavam.blogspot.com/2011/07/syama-sastry-kriti-sankari-sankari-raga.html
Syama Sastri,santatam ennai,paraju,paraju,http://syamakrishnavaibhavam.blogspot.com/2011/04/syama-sastry-kriti-santatam-ennai.html
Syama Sastri,sarOja daLa nEtri,SankarAbharaNam,sankarabharanam,http://syamakrishnavaibhavam.blogspot.com/2011/06/syama-sastry-kriti-saroja-dala-netri.html
Syama Sastri,SrI kAmAkshI,kalyANi,kalyani,http://syamakrishnavaibhavam.blogspot.com/2011/07/syama-sastry-kriti-sri-kamakshi-raga.html
Syama Sastri,talli ninnu,kalyANi,kalyani,http://syamakrishnavaibhavam.blogspot.com/2011/07/syama-sastry-kriti-talli-ninnu-raga.html
Syama Sastri,taruNamidammA,gauLipantu,gaulipantu,http://syamakrishnavaibhavam.blogspot.com/2011/04/syama-sastry-kriti-tarunam-idamma-raga.html
Syama Sastri,trilOka mAtA,paraju,paraju,http://syamakrishnavaibhavam.blogspot.com/2011/04/syama-sastry-kriti-tri-loka-mata-raga.html
Thyagaraja,abhimAnamu lEdEmi,AndALi,andali,http://thyagaraja-vaibhavam.blogspot.com/2007/11/thyagaraja-kriti-abhimaanamu-ledemi.html
Thyagaraja,aDigi sukhamu,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-adigi-sukhamu-raga.html
Thyagaraja,alakalallalADaga,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-alakalallalaadaga-raga.html
Thyagaraja,allakallOlamu,saurAshTraM,saurashtram,http://thyagaraja-vaibhavam.blogspot.com/2007/04/thyagaraja-kriti-allakallolamu-raga.html
Thyagaraja,amma dharma saMvardhani,aThANa,athana,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-amma-dharmasamvardhani.html
Thyagaraja,amma rAvamma,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-amma-ravamma-raga.html
Thyagaraja,anAthuDanu,jinglA,jingla,http://thyagaraja-vaibhavam.blogspot.com/2007/06/thyagaraja-kriti-anaathudanu-raga.html
Thyagaraja,anduNDakanE,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-andundakane-raga.html
Thyagaraja,anupama guNa,aThANa,athana,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-anupama-guna-raga.html
Thyagaraja,anurAgamu lEni,sarasvati,sarasvati,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-anuragamu-leni-raga.html
Thyagaraja,aparAdhamulanOrva,rasALi-vanALi-vanAvaLi,rasalivanalivanavali,http://thyagaraja-vaibhavam.blogspot.com/2008/10/thyagaraja-kriti-aparadhamulanorva-raga.html
Thyagaraja,appa rAma bhakti,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-appa-rama-bhakti-raga.html
Thyagaraja,aTla palukuduvu,aThANa,athana,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-atla-palkuduvu-raga.html
Thyagaraja,ADa mODi,cArukEsi,carukesi,http://thyagaraja-vaibhavam.blogspot.com/2007/11/thyagaraja-kriti-aada-modi-galadaa-raga.html
Thyagaraja,AragimpavE,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/10/thyagaraja-kriti-aragimpave-raga-todi.html
Thyagaraja,baDalika tIra,rIti gauLa,ritigaula,http://thyagaraja-vaibhavam.blogspot.com/2007/07/thyagaraja-kriti-badalika-deera-raga.html
Thyagaraja,bAgAyenayya,candra jyOti,candrajyoti,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-bagayenayya-raga.html
Thyagaraja,bAlE bAlEndu,rIti gauLa,ritigaula,http://thyagaraja-vaibhavam.blogspot.com/2007/07/thyagaraja-kriti-baalae-baalendu-raga.html
Thyagaraja,bhajana parulakEla,suraTi,surati,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-bhajana-parulakela.html
Thyagaraja,bhajana sEya rAdA,aThANa,athana,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-bhajana-seya-rada-raga.html
Thyagaraja,bhajana sEyavE,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-bhajana-seyave-raga.html
Thyagaraja,bhajarE raghuvIraM,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-bhajare-raghuveeram.html
Thyagaraja,bhakti biccam,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-bhakti-biccam-raga.html
Thyagaraja,bRndAvana lOla,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-brndaavana-lola-raga.html
Thyagaraja,buddhi rAdu,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-buddhi-radu-raga.html
Thyagaraja,ceDE buddhi,aThANa,athana,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-chede-buddhi-raga.html
Thyagaraja,centanE sadA,kuntala varALi,kuntalavarali,http://thyagaraja-vaibhavam.blogspot.com/2007/11/thyagaraja-kriti-chentanae-sadaa-raga.html
Thyagaraja,cEra rAvadEmi,rIti gauLa,ritigaula,http://thyagaraja-vaibhavam.blogspot.com/2007/07/thyagaraja-kriti-chera-raavademi-rage.html
Thyagaraja,cEsinadella,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-chesinadella-raga-todi.html
Thyagaraja,cUDarE celulAra,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-choodare-chelulara.html
Thyagaraja,darSanamu sEya,nArAyaNa gauLa,narayanagaula,http://thyagaraja-vaibhavam.blogspot.com/2008/01/thyagaraja-kriti-dharshanamu-seya-raga.html
Thyagaraja,dAcukOvalenA,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-daachukovalenaa-raga.html
Thyagaraja,dASarathE dayA,kOila priya,koilapriya,http://thyagaraja-vaibhavam.blogspot.com/2009/01/tyagaraja-kriti-dasarathe-daya-saradhe.html
Thyagaraja,dASarathI nI RNamu,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-daasarathi-nee-rinamu.html
Thyagaraja,dEva rAma rAma,saurAshTraM,saurashtram,http://thyagaraja-vaibhavam.blogspot.com/2007/05/thyagaraja-kriti-deva-rama-rama-raga.html
Thyagaraja,dEva SrI tapastIrtha,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-deva-sri.html
Thyagaraja,dEvi SrI tuLasamma,mAyA mALava gauLa,mayamalavagaula,http://thyagaraja-vaibhavam.blogspot.com/2007/03/thyagaraja-kriti-devi-sri-tulasamma.html
Thyagaraja,dharmAtma,kEdAra gauLa,kedaragaula,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-dharmaatma-raga.html
Thyagaraja,dIna janAvana,bhUpALaM - bhauLi,bhupalambhauli,http://thyagaraja-vaibhavam.blogspot.com/2009/01/tyagaraja-kriti-deena-janaavana-raga.html
Thyagaraja,dorakunAyani,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-dorakunaayani-raga.html
Thyagaraja,duDuku gala,gauLa,gaula,http://thyagaraja-vaibhavam.blogspot.com/2007/03/thyagaraja-kriti-duduku-gala-raga-gaula.html
Thyagaraja,dvaitamu sukhamA,rIti gauLa,ritigaula,http://thyagaraja-vaibhavam.blogspot.com/2007/07/thyagaraja-kriti-dvaitamu-sukhamaa-raga.html
Thyagaraja,eduTa nilicitE,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-eduta-nilichite-raga.html
Thyagaraja,endarO mahAnubhAvulu,SrI rAgaM,ragam,http://thyagaraja-vaibhavam.blogspot.com/2007/10/thyagaraja-kriti-endaro-mahaanubhaavulu.html
Thyagaraja,endu dAginADO,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-endu-daaginaado-raga.html
Thyagaraja,endu kaugilinturA,Suddha dESi,suddhadesi,http://thyagaraja-vaibhavam.blogspot.com/2007/06/thyagaraja-kriti-endu-kaugilinthuraa.html
